FU,FS,PN,PP,DIN,DON,DIP,DOP
Bananas,0.03350363868586797,0.0,0.56302044579488,3.6522224126001217,1.0307681884532907,0.15184291105225692,0.1518417268373325
Conservation,271.1807435979677,1294.0626404010045,420.09641576152956,361.1096383068796,1789.8510215382446,34.947774809214614,116.16434196996757
Cropping,0.9113424637330999,0.2536560782818603,0.11963701487300064,0.6102473517071841,4.576827078633505,0.15256145906995808,0.30512074976179576
Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forestry,0.8501550931308915,5.560854991069392,2.2585718265126213,0.8918204701045362,8.918141774990245,0.2229539107746771,0.44284158060658174
Grazing,90.13856470022077,351.67811712320884,106.68071468662188,151.43183208644848,1172.708094149737,27.702078505693212,58.57251411183471
Horticulture,0.09892078653438359,0.036450955783329374,0.015300363266537598,0.8063754490593724,0.6450972022381756,0.1290197259629324,0.032254680396097656
Stream,31.946958316422972,23.426803732017508,13.034010874861043,0.11350671033338801,0.04636291377093367,0.014304358799173234,0.0029306926075946802
Sugarcane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urban + Other,1.4893620620902792,0.3462407063169584,0.12205462639492085,10.167717248323184,15.341860927622799,2.005587174411831,0.6469357474546857
