FU,FS,PN,PP,DIN,DON,DIP,DOP
Bananas,0.01630792365217086,0.0,0.0,0.05828581816369649,0.263737495838264,0.009182814051375655,0.019597802455478572
Conservation,205.5555221274232,1263.5422438952382,405.2359314087456,361.1114494071641,1789.85589684049,34.947978716377534,116.16404645265654
Cropping,0.07516862279890109,0.02974560787305445,0.016542698656018796,0.2607898696463422,1.1811225102672231,0.040819845566958765,0.08679977699554965
Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forestry,0.8239343890918467,5.539195738428391,2.2421201392935686,0.7366701672750771,4.126314102235681,0.09612128649530774,0.27205303497496375
Grazing,11.260128347474982,84.44203604965251,35.3839311178378,106.48033350135597,562.823296130578,14.302669853553422,39.96318500361702
Horticulture,0.012890544734552959,0.00678767397802212,0.002391431812941798,0.029939092822988702,0.1519676440743498,0.004189536438396618,0.010087693506077787
Stream,22.408549753206252,16.321660865917902,9.337003343239019,0.0,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urban + Other,0.45576398058315365,0.16343195424421103,0.060521286425877306,0.9119339342176876,5.137422105748778,0.1172822369476512,0.346260266038596
